iter	RMSE
347	8180.876698
348	8177.753818
349	8174.817083
350	8172.358719
351	8168.604003
352	8163.712019
353	8160.432208
354	8157.95465
355	8155.904559
356	8153.030113
357	8151.139332
358	8147.248243
359	8144.265656
360	8141.805689
361	8139.036151
362	8136.420451
363	8134.285572
364	8131.94729
365	8128.933946
366	8127.023064
367	8123.911446
368	8120.89382
369	8118.779003
370	8115.447154
371	8111.778101
372	8108.623698
373	8106.133114
374	8102.070053
375	8099.393084
376	8096.689325
377	8094.370167
378	8090.884728
379	8089.315837
380	8086.828035
381	8083.001065
382	8079.194972
383	8077.441113
384	8074.854379
385	8072.804735
386	8067.978816
387	8066.23147
388	8063.501904
389	8062.240745
390	8059.937261
391	8057.474466
392	8055.41377
393	8053.704253
394	8050.777403
395	8047.637951
396	8044.873614
397	8041.738658
398	8038.861236
399	8036.122033
400	8033.59544
401	8032.151293
402	8029.919432
403	8028.760927
404	8025.958129
405	8024.580895
406	8023.257665
407	8020.72511
408	8018.344507
409	8016.313112
410	8013.409122
411	8011.962554
412	8009.49545
413	8007.1667
414	8005.303602
415	8003.397698
416	7999.907109
417	7997.801182
418	7996.509983
419	7994.840715
420	7993.142531
421	7990.536755
422	7988.305179
423	7986.179773
424	7983.850111
425	7980.401225
426	7977.074342
427	7975.309591
428	7973.70532
429	7971.600385
430	7969.445802
431	7967.082903
432	7965.285095
433	7962.780043
434	7961.349333
435	7959.274065
436	7957.169833
437	7955.5171
438	7953.642969
439	7952.206543
440	7950.226198
441	7948.467672
442	7946.591642
443	7944.138479
444	7942.534744
445	7940.782027
446	7939.591073
447	7937.921627
448	7934.619388
449	7932.580745
450	7931.675851
451	7929.411234
452	7926.990678
453	7925.274526
454	7922.880603
455	7920.69189
456	7919.138053
457	7917.422557
458	7914.910289
459	7912.78926
460	7909.353756
461	7907.472542
462	7905.68555
463	7902.53443
464	7900.227778
465	7899.114561
466	7897.2262
467	7894.823761
468	7892.964721
469	7890.450768
470	7888.531598
471	7886.48507
472	7885.470102
473	7883.862736
474	7882.122005
475	7880.147993
476	7877.856574
477	7876.824359
478	7874.953576
479	7873.35048
480	7872.317786
481	7869.837009
482	7867.884938
483	7865.547005
484	7863.480571
485	7861.904261
486	7860.497829
487	7859.154774
488	7857.27495
489	7855.879135
490	7853.68963
491	7851.901352
492	7850.187534
493	7847.36371
494	7845.105063
495	7843.27404
496	7840.275009
497	7838.300901
498	7836.447126
499	7834.706697
500	7833.018459
501	7832.237931
502	7830.57264
503	7828.416741
504	7826.788028
505	7825.559473
506	7823.659096
507	7821.193061
508	7819.606542
509	7818.262328
510	7816.821201
511	7814.371087
512	7813.172244
513	7811.958058
514	7809.273076
515	7806.560064
516	7805.391499
517	7803.199194
518	7801.720072
519	7800.533227
520	7798.394923
521	7796.19905
522	7794.822479
523	7792.948918
524	7791.100791
525	7788.970507
526	7786.876881
527	7785.171248
528	7783.671134
529	7781.587111
530	7780.244029
531	7778.535692
532	7775.704084
533	7774.290347
534	7772.394605
535	7771.32123
536	7769.892506
537	7768.507546
538	7767.200245
539	7765.735231
540	7764.450422
541	7762.449489
542	7761.159745
543	7759.619559
544	7757.432224
545	7756.185196
546	7755.198822
547	7754.297706
548	7752.75213
549	7751.051739
550	7749.488534
551	7748.56096
552	7747.284875
553	7746.150392
554	7743.193699
555	7742.127797
556	7740.693277
557	7739.62485
558	7738.41454
559	7736.054201
560	7734.436175
561	7733.014592
562	7731.999774
563	7731.083358
564	7730.129003
565	7728.64825
566	7727.24434
567	7725.927477
568	7723.721784
569	7722.537492
570	7720.919879
571	7719.893698
572	7718.486932
573	7717.154223
574	7716.472958
575	7715.785891
576	7713.682276
577	7712.36936
578	7711.573775
579	7710.578014
580	7709.383433
581	7708.218603
582	7707.394841
583	7705.853021
584	7704.953885
585	7704.196674
586	7702.776949
587	7701.240938
588	7700.320013
589	7699.230062
590	7697.688137
591	7696.1722
592	7693.57055
593	7690.869023
594	7689.650701
595	7688.784489
596	7687.461742
597	7685.602775
598	7683.442344
599	7682.628546
600	7681.58491
601	7680.485438
602	7679.270892
603	7678.090297
604	7677.036109
605	7675.747668
606	7674.93789
607	7674.144096
608	7673.334311
609	7671.986872
610	7670.093178
611	7668.994759
612	7667.3925
613	7666.314624
614	7664.30545
615	7663.034763
616	7662.070489
617	7661.085126
618	7660.00909
619	7659.022592
620	7658.089281
621	7656.182361
622	7654.54412
623	7652.481869
624	7650.843567
625	7648.271441
626	7647.063869
627	7645.903816
628	7644.603387
629	7643.483766
630	7641.768805
631	7640.956058
632	7639.715429
633	7638.792299
634	7638.023475
635	7636.789076
636	7634.620584
637	7632.724969
638	7631.249116
639	7630.113552
640	7628.835778
641	7627.842165
642	7626.710625
643	7625.814496
644	7624.387569
645	7623.215591
646	7621.857845
647	7620.720475
648	7619.711745
649	7618.565705
650	7617.413338
651	7616.298771
652	7614.859424
653	7613.493607
654	7611.508762
655	7609.700563
656	7609.196191
657	7608.414668
658	7607.352442
659	7605.907025
660	7605.047943
661	7603.645877
662	7603.103036
663	7601.906324
664	7600.989119
665	7599.612715
666	7598.955329
667	7598.282541
668	7597.044471
669	7596.390893
670	7595.085271
671	7593.817059
672	7591.721347
673	7590.721966
674	7589.429127
675	7588.075039
676	7586.517493
677	7584.843204
678	7583.889394
679	7582.56682
680	7581.389965
681	7579.879798
682	7579.309478
683	7578.410304
684	7576.590172
685	7576.190254
686	7574.893214
687	7574.326242
688	7573.219624
689	7572.350908
690	7571.310701
691	7570.463395
692	7569.250398
693	7568.467687
694	7566.726716
695	7565.895466
696	7564.758039
697	7563.248787
698	7561.547309
699	7559.862504
700	7558.593971
701	7557.360101
702	7555.620721
703	7554.341155
704	7553.089286
705	7552.317623
706	7551.446059
707	7550.71357
708	7550.099728
709	7549.014677
710	7548.038828
711	7547.111774
712	7546.368548
713	7545.189512
714	7543.940961
715	7542.534833
716	7541.886708
717	7540.981359
718	7539.228066
719	7537.079825
720	7536.215931
721	7535.177014
722	7534.087248
723	7533.012509
724	7531.64896
725	7530.739819
726	7529.812129
727	7529.083587
728	7528.639583
729	7527.502068
730	7525.908656
731	7525.06377
732	7523.82304
733	7522.730627
734	7521.226353
735	7520.069188
736	7519.032078
737	7518.021163
738	7516.573537
739	7515.283669
740	7514.556214
741	7513.587798
742	7512.708532
743	7511.885155
744	7511.104454
745	7509.983667
746	7508.973495
747	7507.918199
748	7506.937361
749	7505.955603
750	7504.696476
751	7503.494284
752	7502.610202
753	7501.611775
754	7500.523788
755	7499.737811
756	7499.306982
757	7497.985287
758	7497.1823
759	7496.325182
760	7495.495537
761	7494.953107
762	7493.681553
763	7492.926375
764	7492.284174
765	7491.506565
766	7490.902971
767	7490.030464
768	7488.731066
769	7487.520914
770	7486.424765
771	7485.400872
772	7484.219771
773	7483.558235
774	7482.816191
775	7481.305861
776	7480.418109
777	7479.159977
778	7477.812255
779	7476.8152
780	7475.661946
781	7474.525536
782	7473.575635
783	7473.040298
784	7471.641862
785	7470.680933
786	7469.141658
787	7468.299794
788	7467.522647
789	7466.916335
790	7465.641521
791	7464.631711
792	7463.889355
793	7463.004246
794	7462.498794
795	7461.324179
796	7460.197743
797	7459.268339
798	7457.763535
799	7456.808019
800	7455.465891
801	7454.455166
802	7453.988939
803	7453.146963
804	7452.665742
805	7451.995317
806	7450.937517
807	7449.348399
808	7448.141244
809	7447.122479
810	7446.242332
811	7445.148787
812	7444.311956
813	7443.191233
814	7442.746579
815	7441.745217
816	7441.264969
817	7440.45307
818	7439.474215
819	7438.216146
820	7437.003023
821	7435.913315
822	7435.003991
823	7434.007667
824	7433.317047
825	7432.259618
826	7430.844139
827	7430.192502
828	7429.26881
829	7428.383071
830	7427.268465
831	7426.395076
832	7425.445823
833	7424.323691
834	7423.170555
835	7422.154784
836	7421.096794
837	7420.330774
838	7418.997045
839	7417.963456
840	7417.456111
841	7416.961631
842	7415.967055
843	7414.782824
844	7414.215994
845	7413.670349
846	7412.813377
847	7412.37327
848	7411.302509
849	7410.413957
850	7409.64755
851	7408.878406
852	7407.805346
853	7407.052414
854	7406.336215
855	7405.318149
856	7404.420167
857	7403.794187
858	7403.002932
859	7401.807705
860	7400.909273
861	7399.918186
862	7399.10087
863	7398.353111
864	7397.940895
865	7397.069882
866	7394.863296
867	7393.793249
868	7393.052266
869	7392.411956
870	7391.008913
871	7389.260326
872	7388.656654
873	7387.703441
874	7386.483312
875	7385.722468
876	7385.0516
877	7384.305388
878	7383.383566
879	7381.802342
880	7380.900754
881	7380.235895
882	7379.727568
883	7379.052693
884	7378.513637
885	7377.572093
886	7377.222882
887	7376.432489
888	7375.451259
889	7374.362227
890	7373.099372
891	7372.612839
892	7371.315573
893	7370.780507
894	7369.850174
895	7369.074826
896	7367.522499
897	7366.084077
898	7364.689441
899	7363.857216
900	7363.297411
901	7362.646577
902	7361.705145
903	7360.389356
904	7359.767081
905	7358.336951
906	7357.742998
907	7356.774022
908	7355.735654
909	7354.478762
910	7354.050912
911	7353.109052
912	7352.525004
913	7351.572854
914	7350.214722
915	7349.016036
916	7348.243449
917	7347.91588
918	7346.658253
919	7345.989569
920	7345.073281
921	7343.90172
922	7343.178753
923	7342.468878
924	7341.815189
925	7340.975642
926	7340.113993
927	7339.08122
928	7338.418383
929	7336.861051
930	7335.862989
931	7335.148035
932	7334.606848
933	7334.010321
934	7332.997733
935	7331.537538
936	7330.781376
937	7329.657392
938	7329.182656
939	7328.53205
940	7327.804787
941	7327.049387
942	7326.391363
943	7325.632401
944	7324.805255
945	7324.111645
946	7323.350375
947	7322.663221
948	7321.745476
949	7321.397062
950	7320.390289
951	7318.604117
952	7317.634103
953	7316.709782
954	7316.037357
955	7315.348629
956	7314.973772
957	7314.110421
958	7313.626946
959	7312.999204
960	7312.324974
961	7311.162858
962	7310.524262
963	7309.855481
964	7309.512778
965	7308.743997
966	7308.136195
967	7307.095894
968	7306.365017
969	7305.52744
970	7304.774597
971	7303.968196
972	7303.011453
973	7302.403527
974	7301.762723
975	7300.928105
976	7300.574502
977	7299.610013
978	7299.018615
979	7298.444875
980	7297.509678
981	7296.575958
982	7295.935272
983	7295.257815
984	7294.537196
985	7293.733256
986	7292.772225
987	7291.996694
988	7291.448246
989	7290.772066
990	7289.917754
991	7289.194435
992	7288.348558
993	7287.918495
994	7287.007062
995	7286.103509
996	7285.514798
997	7284.194998
998	7283.241815
999	7282.637808
